group,team,player,club,league,position,role,age,ea_overall,skill,form,experience,overall
E,Germany,Jamal Musiala,FC Bayern München,Bundesliga,MID,AM,22,88.0,83.3,88.0,67.2,83.5
E,Germany,Marc-André ter Stegen,FC Barcelona,La Liga,GK,GK,33,86.0,78.4,86.0,85.5,81.6
E,Germany,Jonathan Glao Tah,FC Bayern München,Bundesliga,DEF,CB,29,87.0,78.8,87.0,78.8,81.4
E,Germany,Julian Brandt,Borussia Dortmund,Bundesliga,MID,AM,29,83.0,81.1,83.0,69.7,81.4
E,Germany,Nico Cedric Schlotterbeck,Borussia Dortmund,Bundesliga,DEF,CB,25,85.0,81.1,85.0,63.1,81.0
E,Germany,Emre Can,Borussia Dortmund,Bundesliga,DEF,CB,31,82.0,80.0,82.0,73.1,80.8
E,Germany,İlkay Gündoğan,Galatasaray SK,Süper Lig,MID,CM,34,83.0,78.8,83.0,76.4,80.5
E,Germany,David Raum,RB Leipzig,Bundesliga,DEF,FB,27,82.0,79.5,82.0,66.4,79.8
E,Germany,Jonathan Michael Burkardt,Eintracht Frankfurt,Bundesliga,FWD,ST,24,82.0,80.2,82.0,61.4,79.8
E,Germany,Waldemar Anton-,Borussia Dortmund,Bundesliga,DEF,CB,28,82.0,78.9,82.0,68.1,79.6
E,Germany,Manuel Peter Neuer,FC Bayern München,Bundesliga,GK,GK,39,84.0,76.7,84.0,76.4,79.2
E,Germany,Leroy Aziz Sané,Galatasaray SK,Süper Lig,MID,WM,29,82.0,78.1,82.0,69.7,79.2
E,Germany,Mario Götze,Eintracht Frankfurt,Bundesliga,MID,CM,33,82.0,77.1,82.0,76.4,79.2
E,Germany,Maximilian Mittelstädt,VfB Stuttgart,Bundesliga,DEF,FB,28,82.0,77.9,82.0,68.1,78.9
E,Germany,Oliver Baumann,TSG 1899 Hoffenheim,Bundesliga,GK,GK,35,83.0,76.2,83.0,76.4,78.8
E,Germany,Angelo Stiller,VfB Stuttgart,Bundesliga,MID,DM,24,83.0,78.6,83.0,61.4,78.8
E,Germany,Matthias Lukas Ginter,SC Freiburg,Bundesliga,DEF,CB,31,82.0,76.3,82.0,73.1,78.3
E,Germany,Tim Kleindienst,Borussia Mönchengladbach,Bundesliga,FWD,ST,29,81.0,77.0,81.0,69.7,78.3
E,Germany,Robin Leon Koch,Eintracht Frankfurt,Bundesliga,DEF,CB,28,82.0,76.7,82.0,68.1,78.1
E,Germany,Kai Lukas Havertz,Arsenal,Premier League,FWD,ST,26,82.0,77.0,82.0,64.7,77.9
E,Germany,Deniz Undav,VfB Stuttgart,Bundesliga,FWD,ST,28,80.0,76.9,80.0,68.1,77.9
E,Germany,Niclas Füllkrug,West Ham United,Premier League,FWD,ST,32,79.0,73.8,79.0,74.7,76.3
E,Germany,Nick Woltemade,Newcastle United,Premier League,FWD,ST,23,79.0,74.3,79.0,20.5,71.2
L,Ghana,Thomas Teye Partey,Villarreal CF,La Liga,MID,DM,32,83.0,80.3,83.0,74.7,81.3
L,Ghana,Mohammed Kudus,Tottenham Hotspur,Premier League,FWD,W,24,80.0,81.3,80.0,61.4,80.2
L,Ghana,Iñaki Williams Arthuer,Athletic Club,La Liga,MID,WM,31,83.0,78.4,83.0,73.1,79.9
L,Ghana,Antoine Serlom Semenyo,AFC Bournemouth,Premier League,MID,WM,25,80.0,74.0,80.0,63.1,75.4
L,Ghana,Alexander Kwabena Baidoo Djiku,,nan,DEF,CB,30,77.0,75.2,77.0,56.5,75.1
L,Ghana,Emmanuel Okyere Boateng,Gaziantep FK,Süper Lig,FWD,ST,29,72.0,75.4,72.0,30.5,71.9
L,Ghana,Abdul Rahman Baba,PAOK,Super League,DEF,FB,30,76.0,73.9,76.0,32.2,71.6
L,Ghana,Khalid Abdul Mumin Suleman,Rayo Vallecano,La Liga,DEF,CB,27,77.0,73.6,77.0,27.2,71.1
L,Ghana,Joseph Martin Paintsil,LA Galaxy,Major League Soccer,MID,WM,27,76.0,73.3,76.0,27.2,70.7
L,Ghana,Issahaku Abdul Fatawu,Leicester City,Championship,MID,WM,21,76.0,74.3,76.0,17.2,70.4
L,Ghana,Jeffrey Schlupp,Norwich City,Championship,DEF,FB,32,73.0,72.1,73.0,35.5,70.2
L,Ghana,Osman Bukari,Austin FC,Major League Soccer,FWD,W,26,72.0,73.2,72.0,25.5,69.8
L,Ghana,Mohammed Gadafi Fuseini,Union Saint-Gilloise,Pro League,FWD,ST,23,71.0,72.8,71.0,20.5,68.9
L,Ghana,Mohamed Salisu Abdul Karim,AS Monaco,Ligue 1,DEF,CB,26,76.0,70.5,76.0,25.5,68.6
L,Ghana,Emanuel Quartsin Gyasi,Palermo FC,Serie B,MID,WM,31,74.0,69.7,74.0,33.9,68.6
L,Ghana,Joseph Aidoo,RC Celta,La Liga,DEF,CB,29,75.0,69.6,75.0,30.5,68.4
L,Ghana,Jordan Pierre Ayew,Leicester City,Championship,MID,WM,33,73.0,69.2,73.0,37.2,68.4
L,Ghana,Gideon Mensah,AJ Auxerre,Ligue 1,DEF,FB,26,74.0,69.7,74.0,25.5,67.8
L,Ghana,Ransford Yeboah Königsdörffer,Hamburger SV,Bundesliga,FWD,ST,23,71.0,71.2,71.0,20.5,67.8
L,Ghana,Ernest Nuamah Appiah,Olympique Lyonnais,Ligue 1,MID,WM,21,75.0,70.1,75.0,17.2,67.4
L,Ghana,Tariq Kwame Nii-Lante Lamptey,Fiorentina,Serie A,DEF,FB,24,73.0,69.6,73.0,22.2,67.2
L,Ghana,Alidu Seidu,Stade Rennais FC,Ligue 1,DEF,CB,25,74.0,68.7,74.0,23.9,67.0
L,Ghana,Lawrence Ati Zigi,FC St.Gallen 1879,Super League,GK,GK,28,73.0,68.2,73.0,28.9,66.9
L,Ghana,André Morgan Rami Ayew,,nan,FWD,ST,35,72.0,66.7,72.0,37.2,66.6
L,Ghana,Richard Ofori Antwi,,nan,GK,GK,31,71.0,66.5,71.0,33.9,65.9
L,Ghana,Joseph Tetteh Anang,St Patrick's Athletic FC,Premier Division,GK,GK,25,67.0,63.7,67.0,23.9,62.4
C,Haiti,Jean-Ricner Bellegarde,Wolverhampton Wanderers,Premier League,MID,AM,27,75.0,72.8,75.0,27.2,70.2
C,Haiti,Fabrice Jean-Ian Picault,Inter Miami,Major League Soccer,FWD,W,34,69.0,72.0,69.0,37.2,69.7
C,Haiti,Ricardo Adé,LDU Quito,Serie A,DEF,CB,35,72.0,70.0,72.0,37.2,68.9
C,Haiti,Frantzdy Pierrot,AEK Athens,Super League,FWD,ST,30,72.0,69.9,72.0,32.2,68.3
C,Haiti,Carlens Jean Fedlaire Ruby Arcus,Angers SCO,Ligue 1,DEF,FB,29,71.0,69.8,71.0,30.5,67.9
C,Haiti,Jean-Kévin Duverne,KAA Gent,Pro League,DEF,FB,27,71.0,66.7,71.0,27.2,65.4
C,Haiti,Danley Jean Jacques,Philadelphia Union,Major League Soccer,MID,CM,25,70.0,67.3,70.0,23.9,65.4
C,Haiti,Johny Placide,Sporting Club Bastia,Ligue 2,GK,GK,37,69.0,65.0,69.0,37.2,64.9
C,Haiti,Louicius Don Deedson,FC Dallas,Major League Soccer,FWD,W,24,65.0,67.1,65.0,22.2,64.3
C,Haiti,Derrick Burckley Etienne Jr.,Toronto FC,Major League Soccer,MID,WM,28,66.0,65.5,66.0,28.9,64.0
C,Haiti,Martin Expérience,AS Nancy Lorraine,Ligue 2,DEF,FB,26,62.0,60.5,62.0,25.5,59.6
C,Haiti,Yuri Aleksandr Guboglo,CF Montréal,Major League Soccer,MID,WM,18,59.0,60.0,59.0,12.2,57.5
C,Haiti,Wilguens Paugain,SV Zulte Waregem,Pro League,DEF,FB,23,55.0,54.5,55.0,20.5,53.9
C,Haiti,Joseph Belmar,FC Sion,Super League,MID,CM,19,56.0,51.6,56.0,13.9,51.4
G,Iran,Mehdi Taremi,Olympiacos FC,Super League,FWD,ST,32,78.0,75.3,78.0,59.8,75.7
G,Iran,Seyed Allahyar Sayyadmanesh Shiadeh,KVC Westerlo,Pro League,MID,WM,24,74.0,71.4,74.0,22.2,68.6
G,Iran,Ali Gholizadeh,Lech Poznań,Ekstraklasa,MID,WM,29,71.0,67.8,71.0,30.5,66.5
G,Iran,Ali Karimi,Kayserispor,Süper Lig,MID,DM,31,67.0,66.0,67.0,33.9,65.0
G,Iran,Amir Abedzadeh,CD Castellón,La Liga 2,GK,GK,32,68.0,64.1,68.0,35.5,64.0
G,Iran,Seyed Majid Hosseini,Kayserispor,Süper Lig,DEF,CB,29,68.0,64.5,68.0,30.5,63.8
I,Iraq,Mohanad Abdulkadhim Qasim Al Jebur Jeahze,Sarpsborg 08 FF,Eliteserien,DEF,FB,28,68.0,68.3,68.0,28.9,66.2
I,Iraq,Ibrahim Bayesh Kamil Al Kaabawi,Al Riyadh,Pro League,MID,WM,25,68.0,67.4,68.0,23.9,65.1
I,Iraq,Merchas Doski,Viktoria Plzeň,První liga,DEF,FB,25,68.0,66.8,68.0,23.9,64.7
I,Iraq,Ali Ibrahim Karim Ali Al Hamadi,Luton Town,League One,FWD,ST,23,66.0,67.4,66.0,20.5,64.4
I,Iraq,Marko Lawk Farji,Strømsgodset IF,Eliteserien,FWD,W,21,66.0,67.4,66.0,17.2,64.1
I,Iraq,Amir Al Ammari,Cracovia,Ekstraklasa,MID,CM,27,65.0,64.2,65.0,27.2,62.8
I,Iraq,Kevin Enkido Yakob,Aarhus Gymnastikforening,Superliga,MID,CM,24,66.0,64.6,66.0,22.2,62.7
I,Iraq,Zidane Iqbal,FC Utrecht,Eredivisie,MID,DM,22,68.0,64.5,68.0,18.9,62.6
I,Iraq,Montader Madjed,Hammarby Fotboll,Allsvenskan,MID,WM,20,66.0,64.0,66.0,15.5,61.6
I,Iraq,Aimar Hazar Sher,Sarpsborg 08 FF,Eliteserien,MID,DM,22,67.0,63.1,67.0,18.9,61.5
I,Iraq,Danilo Andrés Al Saed Alvarado,BK Häcken,Allsvenskan,MID,WM,26,65.0,62.6,65.0,25.5,61.5
I,Iraq,Amin Al Hamawi,Randers FC,Superliga,FWD,ST,21,60.0,60.4,60.0,17.2,58.4
I,Iraq,Mohamed Hussein Reda Al Khafaji Al Taay,Western Sydney Wanderers,A-League Men,MID,DM,25,61.0,58.3,61.0,23.9,57.8
I,Iraq,Ali-Jasim El-Aibi Al Tameemi,Al-Najma SC,Pro League,MID,WM,21,62.0,57.9,62.0,17.2,57.0
E,Ivory Coast,Franck Yannick Kessié,Al Ahli SFC,Pro League,MID,DM,28,80.0,78.0,80.0,68.1,78.6
E,Ivory Coast,Obite Evan Ndicka,Roma,Serie A,DEF,CB,25,81.0,78.1,81.0,63.1,78.4
E,Ivory Coast,Dazet Wilfried Armel Zaha,Charlotte FC,Major League Soccer,FWD,W,32,77.0,77.3,77.0,74.7,78.4
E,Ivory Coast,Odilon Kossounou Kouakou,Atalanta,Serie A,DEF,CB,24,80.0,76.9,80.0,61.4,77.3
E,Ivory Coast,Nicolas Pépé,Villarreal CF,La Liga,MID,WM,30,80.0,76.5,80.0,56.5,76.5
E,Ivory Coast,Seko Mohamed Fofana,Stade Rennais FC,Ligue 1,MID,CM,30,77.0,74.9,77.0,71.4,76.4
E,Ivory Coast,Ibrahim Sangaré,Nottingham Forest,Premier League,MID,DM,27,77.0,75.2,77.0,66.4,76.1
E,Ivory Coast,Ousmane Diomande,Sporting CP,Primeira Liga,DEF,CB,21,80.0,75.6,80.0,56.4,75.8
E,Ivory Coast,Wilfried Stephane Singo,Galatasaray SK,Süper Lig,DEF,CB,24,80.0,78.7,80.0,22.2,74.5
E,Ivory Coast,Amad Diallo Traoré,Manchester United,Premier League,MID,AM,22,79.0,78.4,79.0,18.9,73.8
E,Ivory Coast,Emmanuel Elysee Djedje Agbadou Badobre,Wolverhampton Wanderers,Premier League,DEF,CB,28,79.0,76.8,79.0,28.9,73.8
E,Ivory Coast,Jonathan Bamba,Chicago Fire,Major League Soccer,MID,WM,29,77.0,73.4,77.0,54.8,73.7
E,Ivory Coast,Jérémie Boga,OGC Nice,Ligue 1,FWD,W,28,76.0,77.3,76.0,28.9,73.6
E,Ivory Coast,Sébastien Romain Teddy Haller,FC Utrecht,Eredivisie,FWD,ST,31,77.0,70.0,77.0,73.1,73.3
E,Ivory Coast,Evann Guessand,Aston Villa,Premier League,MID,WM,24,79.0,73.6,79.0,22.2,70.9
E,Ivory Coast,Hamed Junior Traoré,Olympique de Marseille,Ligue 1,MID,WM,25,77.0,73.9,77.0,23.9,70.9
E,Ivory Coast,Yohan Alexandre Mady Boli,Antalyaspor,Süper Lig,FWD,ST,31,73.0,73.1,73.0,33.9,70.8
E,Ivory Coast,Guéla Doué,RC Strasbourg Alsace,Ligue 1,DEF,FB,22,77.0,73.2,77.0,18.9,70.0
E,Ivory Coast,Christopher Téa Operi,Medipol Başakşehir FK,Süper Lig,DEF,FB,28,74.0,72.0,74.0,28.9,69.7
E,Ivory Coast,Christian Michael Kouamé Kouakou,Fiorentina,Serie A,FWD,ST,27,74.0,72.0,74.0,27.2,69.5
E,Ivory Coast,Cédric Kipré,Ipswich Town,Championship,DEF,CB,28,74.0,70.9,74.0,28.9,68.9
E,Ivory Coast,Yahia Fofana,Çaykur Rizespor,Süper Lig,GK,GK,24,76.0,70.9,76.0,22.2,68.6
E,Ivory Coast,Jean-Philippe Krasso,Paris FC,Ligue 1,FWD,ST,27,74.0,70.1,74.0,27.2,68.3
E,Ivory Coast,Alban Lafont,Panathinaikos FC,Super League,GK,GK,26,75.0,70.1,75.0,25.5,68.2
E,Ivory Coast,Eric Bertrand Bailly,Real Oviedo,La Liga,DEF,CB,31,74.0,69.0,74.0,33.9,68.2
E,Ivory Coast,Mohamed Koné,Royal Charleroi Sporting Club,Pro League,GK,GK,23,68.0,64.1,68.0,20.5,62.5
F,Japan,Kaoru Mitoma,Brighton & Hove Albion,Premier League,MID,WM,28,82.0,79.1,82.0,68.1,79.7
F,Japan,Takefusa Kubo,Real Sociedad,La Liga,MID,WM,24,82.0,77.8,82.0,61.4,78.2
F,Japan,Ritsu Doan,Eintracht Frankfurt,Bundesliga,MID,WM,27,82.0,76.5,82.0,66.4,77.8
F,Japan,Wataru Endo,Liverpool,Premier League,MID,DM,32,79.0,75.2,79.0,59.8,75.8
F,Japan,Daizen Maeda,Celtic,Premiership,FWD,W,27,79.0,79.6,79.0,27.2,75.5
F,Japan,Daichi Kamada,Crystal Palace,Premier League,MID,CM,28,77.0,73.4,77.0,68.1,75.0
F,Japan,Hiroki Ito,FC Bayern München,Bundesliga,DEF,CB,26,78.0,75.6,78.0,49.8,74.9
F,Japan,Hidemasa Morita,Sporting CP,Primeira Liga,MID,CM,30,79.0,76.2,79.0,32.2,73.7
F,Japan,Ko Itakura,Ajax,Eredivisie,DEF,CB,28,77.0,73.5,77.0,53.2,73.6
F,Japan,Shuto Machino,Borussia Mönchengladbach,Bundesliga,FWD,ST,25,75.0,76.6,75.0,23.9,72.5
F,Japan,Kyogo Furuhashi,Birmingham City,Championship,FWD,ST,30,75.0,74.7,75.0,32.2,72.0
F,Japan,Takumi Minamino,AS Monaco,Ligue 1,MID,WM,30,78.0,73.4,78.0,32.2,71.6
F,Japan,Koki Machida,TSG 1899 Hoffenheim,Bundesliga,DEF,CB,27,76.0,74.3,76.0,27.2,71.4
F,Japan,Kaishu Sano,1. FSV Mainz 05,Bundesliga,MID,DM,24,79.0,73.8,79.0,22.2,71.1
F,Japan,Tsuyoshi Watanabe,Feyenoord,Eredivisie,DEF,CB,28,75.0,71.9,75.0,28.9,69.8
F,Japan,Ado Onaiwu,1. FC Magdeburg,2. Bundesliga,FWD,ST,29,72.0,72.1,72.0,30.5,69.6
F,Japan,Ayase Ueda,Feyenoord,Eredivisie,FWD,ST,26,74.0,72.0,74.0,25.5,69.4
F,Japan,Yukinari Sugawara,SV Werder Bremen,Bundesliga,DEF,FB,25,74.0,71.9,74.0,23.9,69.1
F,Japan,Seiya Maikuma,AZ Alkmaar,Eredivisie,DEF,FB,27,74.0,71.0,74.0,27.2,68.8
F,Japan,Miki Yamane,LA Galaxy,Major League Soccer,DEF,FB,31,72.0,70.3,72.0,33.9,68.7
F,Japan,Shin Yamada,Celtic,Premiership,FWD,ST,25,69.0,69.8,69.0,23.9,66.9
F,Japan,Zion Suzuki,Parma,Serie A,GK,GK,22,74.0,69.2,74.0,18.9,66.8
F,Japan,Yohei Takaoka,Vancouver Whitecaps FC,Major League Soccer,GK,GK,29,72.0,67.3,72.0,30.5,66.3
F,Japan,Keigo Tsunemoto,FC Basel 1893,Super League,DEF,FB,26,71.0,67.7,71.0,25.5,66.0
F,Japan,Kota Takai,Tottenham Hotspur,Premier League,DEF,CB,20,72.0,67.4,72.0,15.5,64.9
F,Japan,Leo Brian Kokubo,Sint-Truidense VV,Pro League,GK,GK,24,70.0,65.6,70.0,22.2,64.0
J,Jordan,Mousa Mohammad Mousa Sulaiman Al Tamari,Stade Rennais FC,Ligue 1,MID,WM,28,75.0,72.9,75.0,28.9,70.5
J,Jordan,Yazan Al Arab,FC Seoul,K League 1,DEF,CB,29,75.0,71.1,75.0,30.5,69.4
J,Jordan,Ibrahim Sabra,Göztepe SK,Süper Lig,FWD,ST,19,61.0,64.6,61.0,13.9,61.1
A,Mexico,Hirving Rodrigo Lozano Bahena,San Diego FC,Major League Soccer,FWD,W,29,78.0,79.0,78.0,69.7,79.1
A,Mexico,Julián Andrés Quiñones Quiñones,Al Qadsiah FC,Pro League,FWD,ST,28,80.0,81.1,80.0,28.9,76.8
A,Mexico,Edson Omar Álvarez Velázquez,Fenerbahçe SK,Süper Lig,MID,DM,27,78.0,74.7,78.0,66.4,75.9
A,Mexico,Santiago Tomás Giménez,AC Milan,Serie A,FWD,ST,24,79.0,76.8,79.0,46.5,75.5
A,Mexico,Ernesto Alexis Vega Rojas,,nan,FWD,W,27,78.0,78.8,78.0,27.2,74.8
A,Mexico,Orbelín Pineda Alvarado,AEK Athens,Super League,MID,AM,29,77.0,76.1,77.0,30.5,73.1
A,Mexico,Germán Berterame,,nan,FWD,ST,26,78.0,76.4,78.0,25.5,73.0
A,Mexico,Luis Ángel Malagón Velázquez,,nan,GK,GK,28,79.0,75.4,79.0,28.9,72.8
A,Mexico,Roberto Carlos Alvarado Hernández,,nan,MID,WM,26,78.0,75.2,78.0,25.5,72.2
A,Mexico,Erick Daniel Sánchez Ocegueda,,nan,MID,CM,25,78.0,75.4,78.0,23.9,72.1
A,Mexico,Raúl Alonso Jiménez Rodríguez,Fulham FC,Premier League,FWD,ST,34,77.0,73.3,77.0,37.2,71.9
A,Mexico,Jesús Daniel Gallardo Vasconcelos,,nan,DEF,FB,30,75.0,74.3,75.0,32.2,71.8
A,Mexico,Carlos Alberto Rodríguez Gómez,,nan,MID,AM,28,76.0,73.9,76.0,28.9,71.3
A,Mexico,Diego Lainez Leyva,,nan,MID,WM,25,76.0,73.3,76.0,23.9,70.4
A,Mexico,Jorge Eduardo Sánchez Ramos,,nan,DEF,FB,27,73.0,73.1,73.0,27.2,70.1
A,Mexico,Julián Vicente Araujo Zúñiga,AFC Bournemouth,Premier League,DEF,FB,23,74.0,72.7,74.0,20.5,69.4
A,Mexico,Marcel Alejandro Ruiz Suárez,,nan,MID,CM,24,75.0,72.2,75.0,22.2,69.3
A,Mexico,César Jasib Montes Castro,,nan,DEF,CB,28,75.0,70.6,75.0,28.9,68.9
A,Mexico,Johan Felipe Vásquez Ibarra,Genoa,Serie A,DEF,CB,26,75.0,70.5,75.0,25.5,68.5
A,Mexico,Érik Antonio Lira Méndez,,nan,MID,DM,25,73.0,69.7,73.0,23.9,67.5
A,Mexico,José Raúl Rangel Aguilar,,nan,GK,GK,25,72.0,69.2,72.0,23.9,67.0
A,Mexico,Mateo Chávez García,AZ Alkmaar,Eredivisie,DEF,FB,21,72.0,70.2,72.0,17.2,67.0
A,Mexico,Carlos Agustín Moreno Luna,,nan,GK,GK,27,72.0,68.8,72.0,27.2,67.0
A,Mexico,Rodrigo Jhossel Huescas Hurtado,FC København,Superliga,DEF,FB,21,72.0,70.0,72.0,17.2,66.8
A,Mexico,Jesús Gilberto Orozco Chiquete,,nan,DEF,CB,23,73.0,69.1,73.0,20.5,66.7
A,Mexico,Juan José Sánchez Purata,,nan,DEF,CB,27,72.0,65.8,72.0,27.2,65.0
C,Morocco,Achraf Hakimi Mouh,Paris Saint-Germain,Ligue 1,DEF,FB,26,89.0,84.2,89.0,73.8,84.9
C,Morocco,Youssef En-Nesyri,Fenerbahçe SK,Süper Lig,FWD,ST,28,82.0,78.8,82.0,68.1,79.5
C,Morocco,Yassine Bounou,Al Hilal,Pro League,GK,GK,34,82.0,76.9,82.0,76.4,79.0
C,Morocco,Nayef Aguerd,Olympique de Marseille,Ligue 1,DEF,CB,29,81.0,76.7,81.0,69.7,78.1
C,Morocco,Brahim Abdelkader Díaz,Real Madrid,La Liga,MID,WM,25,82.0,76.0,82.0,63.1,77.1
C,Morocco,Noussair Mazraoui,Manchester United,Premier League,DEF,FB,27,80.0,75.9,80.0,66.4,77.1
C,Morocco,Hakim Ziyech,,nan,MID,WM,32,78.0,74.7,78.0,74.7,76.8
C,Morocco,Ayoub El Kaabi,Olympiacos FC,Super League,FWD,ST,32,80.0,79.1,80.0,35.5,76.1
C,Morocco,Romain Ghanem Paul Saïss,,nan,DEF,CB,35,79.0,75.5,79.0,61.5,76.1
C,Morocco,Abderrazak Hamdallah,Al Shabab,Pro League,FWD,ST,34,79.0,74.2,79.0,61.5,75.2
C,Morocco,Sofiane Diop,OGC Nice,Ligue 1,FWD,W,25,76.0,75.7,76.0,48.2,74.4
C,Morocco,Amine Adli,AFC Bournemouth,Premier League,FWD,ST,25,78.0,77.1,78.0,23.9,73.3
C,Morocco,Ismael Saibari Ben El Basra,PSV,Eredivisie,MID,AM,23,79.0,77.0,79.0,20.5,73.0
C,Morocco,Sofyan Amrabat,Real Betis Balompié,La Liga,MID,DM,28,78.0,75.7,78.0,28.9,72.9
C,Morocco,Soufiane Rahimi,Al Ain,Pro League,MID,WM,29,78.0,73.5,78.0,30.5,71.5
C,Morocco,Anass Zaroury,Panathinaikos FC,Super League,FWD,W,24,74.0,75.5,74.0,22.2,71.4
C,Morocco,Omar El Hilali,RCD Espanyol,La Liga,DEF,FB,21,77.0,75.3,77.0,17.2,71.2
C,Morocco,Neil El Aynaoui,Roma,Serie A,MID,CM,23,77.0,74.1,77.0,20.5,70.8
C,Morocco,Mourad Batna,Al Fateh,Pro League,MID,WM,35,77.0,71.1,77.0,37.2,70.4
C,Morocco,Abdessamad Ezzalzouli,Real Betis Balompié,La Liga,MID,WM,23,77.0,72.8,77.0,20.5,69.9
C,Morocco,Souffian El Karouani,FC Utrecht,Eredivisie,DEF,FB,24,75.0,71.5,75.0,22.2,68.9
C,Morocco,Adam Masina,Torino,Serie A,DEF,CB,31,74.0,70.2,74.0,33.9,68.9
C,Morocco,Zakaria El Ouahdi,KRC Genk,Pro League,DEF,FB,23,76.0,71.5,76.0,20.5,68.8
C,Morocco,Munir Mohand Mohamedi El Kajoui,,nan,GK,GK,36,74.0,69.2,74.0,37.2,68.6
C,Morocco,Abdelkabir Abqar,Getafe CF,La Liga,DEF,CB,26,74.0,66.9,74.0,25.5,65.9
C,Morocco,Ahmed Reda Tagnaouti,,nan,GK,GK,29,70.0,65.2,70.0,30.5,64.6
F,Netherlands,Virgil van Dijk,Liverpool,Premier League,DEF,CB,33,90.0,83.9,90.0,91.1,86.5
F,Netherlands,Frenkie de Jong,FC Barcelona,La Liga,MID,CM,28,87.0,82.3,87.0,77.2,83.6
F,Netherlands,Tijjani Martinus Jan Reijnders Lekatompessy,Manchester City,Premier League,MID,CM,26,86.0,81.2,86.0,73.8,82.4
F,Netherlands,Ryan Jiro Gravenberch,Liverpool,Premier League,MID,DM,23,85.0,81.7,85.0,59.7,81.1
F,Netherlands,Memphis Depay,,nan,FWD,ST,31,81.0,80.6,81.0,73.1,81.1
F,Netherlands,Denzel Justus Morris Dumfries,Inter,Serie A,DEF,FB,29,84.0,80.3,84.0,69.7,81.0
F,Netherlands,Xavier Quentin Shay Simons,Tottenham Hotspur,Premier League,MID,AM,22,84.0,81.0,84.0,58.1,80.3
F,Netherlands,Marten Elco de Roon,Atalanta,Serie A,MID,CM,34,81.0,78.3,81.0,76.4,79.8
F,Netherlands,Nathan Benjamin Aké,Manchester City,Premier League,DEF,CB,30,83.0,77.9,83.0,71.4,79.4
F,Netherlands,Teun Koopmeiners,Juventus,Serie A,MID,AM,27,81.0,79.2,81.0,66.4,79.4
F,Netherlands,Stefan de Vrij,Inter,Serie A,DEF,CB,33,84.0,76.8,84.0,76.4,79.3
F,Netherlands,Cody Mathès Gakpo,Liverpool,Premier League,MID,WM,26,84.0,78.5,84.0,64.7,79.3
F,Netherlands,Micky van de Ven,Tottenham Hotspur,Premier League,DEF,CB,24,82.0,79.1,82.0,61.4,79.0
F,Netherlands,Jeremie Agyekum Frimpong,Liverpool,Premier League,DEF,FB,24,83.0,77.8,83.0,61.4,78.3
F,Netherlands,Steven Berghuis,Ajax,Eredivisie,FWD,W,33,78.0,76.6,78.0,76.4,78.2
F,Netherlands,Jurriën David Norman Timber,Arsenal,Premier League,DEF,FB,24,82.0,77.7,82.0,61.4,78.1
F,Netherlands,Matthijs de Ligt,Manchester United,Premier League,DEF,CB,25,82.0,76.1,82.0,63.1,77.2
F,Netherlands,Sven Adriaan Botman,Newcastle United,Premier League,DEF,CB,25,82.0,75.5,82.0,63.1,76.8
F,Netherlands,Mark Flekken,Bayer 04 Leverkusen,Bundesliga,GK,GK,32,78.0,72.8,78.0,74.7,75.5
F,Netherlands,Noa Noëll Lang,Napoli,Serie A,FWD,W,26,80.0,78.9,80.0,25.5,75.0
F,Netherlands,Jacobus Antonius Peter Cillessen,NEC Nijmegen,Eredivisie,GK,GK,36,79.0,73.5,79.0,61.5,74.8
F,Netherlands,Quinten Ryan Crispito Timber,Feyenoord,Eredivisie,MID,CM,24,80.0,77.7,80.0,22.2,73.8
F,Netherlands,Wout François Maria Weghorst,Ajax,Eredivisie,FWD,ST,32,78.0,72.0,78.0,59.8,73.4
F,Netherlands,Emmanuel Esseh Emegha,RC Strasbourg Alsace,Ligue 1,FWD,ST,22,78.0,77.6,78.0,18.9,73.1
F,Netherlands,Luuk de Jong,FC Porto,Primeira Liga,FWD,ST,34,78.0,68.7,78.0,76.4,72.8
F,Netherlands,Bart Verbruggen,Brighton & Hove Albion,Premier League,GK,GK,22,78.0,72.8,78.0,18.9,69.9
G,New Zealand,Christopher Grant Wood,Nottingham Forest,Premier League,FWD,ST,33,82.0,73.8,82.0,76.4,77.0
G,New Zealand,Joe Zen Robert Bell,Viking FK,Eliteserien,MID,DM,26,74.0,72.6,74.0,25.5,69.8
G,New Zealand,Konstantinos Barbarouses,Western Sydney Wanderers,A-League Men,FWD,ST,35,68.0,71.6,68.0,37.2,69.3
G,New Zealand,Liberato Gianpaolo Cacace,Wrexham,Championship,DEF,FB,24,72.0,70.4,72.0,22.2,67.6
G,New Zealand,Michael Joseph Boxall,Minnesota United FC,Major League Soccer,DEF,CB,36,70.0,67.9,70.0,37.2,67.1
G,New Zealand,Marko Seufatu Nikola Stamenić,Swansea City,Championship,MID,DM,23,71.0,69.1,71.0,20.5,66.4
G,New Zealand,Francis de Vries,Auckland FC,A-League Men,DEF,FB,30,69.0,67.4,69.0,32.2,66.1
G,New Zealand,Benjamin Craig Old,AS Saint-Étienne,Ligue 2,FWD,W,22,68.0,69.3,68.0,18.9,65.9
G,New Zealand,Elijah Henry Just,Motherwell FC,Premiership,FWD,W,25,66.0,68.6,66.0,23.9,65.6
G,New Zealand,Alex Arthur Rufer,Wellington Phoenix,A-League Men,MID,DM,29,67.0,66.8,67.0,30.5,65.2
